title,display_level,md5,sha256,beta_easy,beta_hard,alpha,has_data
Selenotaxis [Full Moon],sl1,2c906cfafeaaaaae144025fda8b45c29,4b3b9c233be680772d97a921d34df185cfa0da0fd986b5ab8e28aef862a97358,-0.188,0.127,8.005,True
Plastic Heart [SP INSANE],sl6,2c9104f4b163d6b53b7afa780e12b1e1,8c305a6db844df895c475611cb2061b555f7afef13028d81ff5cffa1fd700a9f,0.147,0.454,8.370,True
Singing of Night birds [yumether],sl11,2cb2d624cc63dd66e3534c1e5dde5c29,702ebddd24d6ee1fcdaa97ef72be15a8becdb67cff5726119c7e06ccdcb5090a,0.452,0.676,12.413,True
クォークの海を泳いで [Photonica],sl5,2ccbf2841e848eed9a2c6a8e1ceeec4c,b4aeb52a74fcf86da25fdf8644705bc8ae0fd2509ad9852ddff9a2afa1bf4058,0.144,0.441,10.964,True
スピカ -In your heart-,sl3,2ce3889184f67a1edeaef56f436ce530,6a6535c9a9c1f377ecfb4e4dfc18517156198c103c1a73a31ef363dcd6b2ad1d,0.043,0.282,7.647,True
Drop! [SABOTHER],sl12,2d034bffd18881fe6757706d6729eb33,6e129cd7120a2871867859ff3d097a7293f32fd540342e19f27f19677c28a249,0.576,0.788,9.370,True
GREMLIN [EX],st3,2d1de5a9ae740b3e00abceb41d737d69,72c3d3b2e5757241d8cf6a394389df6bcdf2ec354671dc9036dd92405a518245,0.839,1.228,7.630,True
Dizzolve -Genocide-,st2,2d2b7f8fcfbaac57e2619baab85944fb,e16250d20ca0ebb8798953b8111538c0eff482cd122a3f5209d9f713dceadc69,0.781,1.041,10.984,True
On And On!! [Impulse],sl2,2d2e1007030997429d279e21e99e21e0,0558d1d4ee4d6ab5cd558f134b0182872eb84853d7b52ae1452477637bfcf205,-0.032,0.228,8.417,True
EUROBEATアイドル橘花音のテーマ [Muel],st0,2d488edb0fad6b0bce38f0440eb6e755,cf0bc82ec8606dc718712c208f8bb410c0792cf2c1feb481caf4cf5584a24843,0.655,0.859,8.436,True
Snow Black -Vendetta- [Finale],sl2,2d658e3b35abde484248a948cd55cd7e,3d8800ad6f253906091e0818f05524740e140e0543be8c84a0a0f1d48f64fd59,-0.148,0.214,8.969,True
galaxy fall -SP DARKMATTER-,st4,2d71eacb542ff1fe34f89af449387f3c,04dc078f5b3c50ff4fada241e82142bbaf8c1f237607bf209a9a82a2418ed79b,0.978,1.484,7.196,True
旧地獄街道を行く ～反逆のパルスィ～ [EXTRA],sl0,2dbaeaffe18e6bb35646819c15c4e2b8,138fdd5a17c15a3b8c2eb58faf581f10c82b506f63fde62ca7cc4f38e6af8c00,-0.505,-0.118,5.337,True
FUELBLOODS [SP INSANE],sl11,2dbfb357ced7ec7010c848b8b0e2c895,912060462192a7ad4b3cfb1544467d89ab8834f4b5e76ba402867c6c763d7c81,0.488,0.680,15.007,True
Function Generator (Overflow),st4,2ddf93339d130c3993c5d2567b33c8ba,1c172010ed6223f222030a44f6c3034a3759a399025ccf28a613bc7e1e1d7522,0.831,1.428,7.336,True
-零- 【ANOTHER】,sl1,2dfe8ce71b87ccf054b0620db6d44d78,74d982410794ca8c67dab8f191a22af30697308b5f1b8cccb629e92baa90658c,-0.335,0.088,6.373,True
Aleph-0 [Ω],st0,2e2ec86581e880d8570d2f3b10c03fda,b55aa4cca52921e2ac0386d09d26e572c91b0ae951796411189c86d608cc6dde,0.501,0.860,10.861,True
Ruins Ray -Genocide-,st1,2e4ebb1e68f945799f1107e669d21fe5,6c8e28dad13ecd563d9ee7e44572c379207b70165b6567e8e2cd31eb0dc189d4,0.774,0.933,13.891,True
YOMi [Maryther],st2,2e821d3fad16abc15411c34c248e042e,c80ef69db48a7e6d3ff4d9428e3b9d64ca9632db028cb34614488e1e31115931,0.842,1.086,11.260,True
holy night celebration -Despair & Hope-,st0,2eb20a32d1eb2609ba8743e8db75a8e5,20db0210bec11e1710825eaecf4cffade61db6a0fe963b2d38f19f5b6024b53f,0.667,0.883,13.172,True
PHAZE UPPER [LighT],st0,2f0e654967b0ebf493d9f7eb40b4ea44,dfa7332974bb0722a461d28a7bafaa82c22171d8ee8e171e4e647c0dedd9e69e,0.635,0.878,15.715,True
玉響サーチライト [SP ANOTHER+],sl3,2f3319f256d7cdd0c8aa679e818d4f49,a777f4a637d7491cb0aea9b4dfac9bbac730acb9f42871cec845cef727d524da,-0.036,0.275,6.534,True
The island of albatross -8bit Style RMX- [EX],sl11,2f35d319df82a59e04a46db24635f8a9,36a7c3641364fd1181dbdaed42982ede600f7a67fffd49eb2255e3fbba954e02,0.459,0.737,10.512,True
生ハムメロンのうた -ハモン・イベリコ・デ・ベジョータ-,st4,2f542ed15c1999c4ac5048abba5c7bf7,6f447a8a1cab7d3643ac31268728f58d00e4146b29c1a6875f0ce03a1eb9a8b7,1.042,1.400,8.742,True
Lepontinia -Despair & Hope-,st2,2f5700265c49e8b1d6dfda9a2d79c198,84275a88dcad2d5b995ebc81611eac7d9d43ce828a0e732fe2c4507418c12e83,0.816,1.053,14.531,True
A D D i c T i O N 4 5 0 0 0 0 0 -L u N A-,sl12,2f8beb8e0b2472121ec9c5f774f8fcef,7bc3dc5ae2d50f1f8f04927e02836df971b0bacaee3fd073ebdb75e1f1308188,0.587,0.809,10.712,True
竹取はっぴー -BALANCED AIRTHER-,sl4,2f8bf134d24e783422a889a97d55a1b4,d6cd2de7cf8be675a0421ad082e6cfee32754c9e0d722f0ab7db3f91db21c075,0.075,0.415,6.235,True
ぼくらの惑星創造計画 -流星の双子-,st0,2f9dceeeb47589af21588e871c6eff82,3cc6f5174962a1b8e0cbf087d97d9c954638909d463c3e695c817cc7235b5d36,0.606,0.896,10.889,True
煌舞姫ベアトリクス [HARDEST],sl7,2fb7b1615be8e37023a048679e4a5802,72e493572a76da1a302e5e4daf87fe0bb146a26da5236d8aac884b86115d8ba6,0.240,0.494,11.203,True
FUTURE 1999 [2299.06.15],st2,2fc9c12eeee75532bc464431efc381fc,c204bc892539c5972249ee71976c8c7fe8d7315fdd9abb760628b18c7159a5da,0.763,1.108,9.274,True
magia [HARDEST],sl8,2fc9de092a418ba64d1747ba268494d8,a375111419d05cb4ba4192058c8a85f061e0e980b227591787c9728c6d9a8294,0.361,0.606,10.377,True
Problem Bonker [SP ANOTHER],sl1,30110f5a1c72a79e7933f923b8eae9b2,9e247fd9ba8fbf134b665d7507eee57c85dfa40aeda1e9ba978a5d5818c37d9a,-0.281,0.159,10.226,True
Gang Riots [INSANE],st0,302cabb6ce07dac3681c6ccfed97666f,f2ab5f464546bb2279254365664c86aa5fccc27bdec69f9b2002d408fc11f8fd,0.536,0.824,14.243,True
Call Me Murasa [Lunatic],sl3,30328d88399777767bdd19ce5d11bac9,2f8d88e22db54551b53ab7386388969e6c72a50ee5339c0bfaf068909139d06c,0.141,0.322,9.173,True
Hypertext Transfer Protocol (C++),sl10,304c57c49333fc53fc4685e6db142dce,0c66a928be5d9528a06b338c769c4dd20afcd0e03f2b0a861eb6a425c9011592,0.478,0.669,13.532,True
JKillMe [Muyather],st2,3056b4ebfa7b929e1b35619d33d7555f,001ba4f87a398656cbcec97775f866738b3399d859317fb568b5110727f22e4f,0.696,0.982,13.513,True
ぼうけんの森 [Hexagon],st4,3056ea6c325121c4d3488bb28d51fac0,3bade779c8c27089a1edcc0b6c4b6f48b7d80c4c1d8404f5bd669b6ebe8f6882,1.077,1.515,6.280,True
★So SweeT LittlE HearT★ (GOD),st2,3066bfbccd42c053189ab544ef9d5f55,9c4d55608ce8be8bcf1a35ff2683c5acbfee0625cf1e568f6423ca1d1d6aa4ec,0.816,1.078,8.159,True
結ばれる奇跡の願い [Shining],sl11,306bf3bbe1367a629e4efb519f29178e,31b054a6962c392d2363317ea9522c544f54e53c71ee4b3aeabb5a931c6eee05,0.545,0.751,8.904,True
LOVE★BEAM (orange summer mix) -MANIAC-,sl9,307f026a9ff63f3ea8ee4d9b150630c4,ecb854d1b26212411eefc42acd10cd2cb2bd2bc6414c0cb7a75130ac8d5c4d0e,0.402,0.592,9.777,True
タイヨウパラダイス(Lemon beads J-core bootleg) -もういっかい!-,st3,30a4c9e1ed2f9f6a9ae83609a290fe3b,f966fab054ee564cc2d4d93e53925ca0795f4ecca403f09b986e7d1163c605e2,0.849,1.151,9.168,True
Pain Continues [SP Cloudy],sl2,30b0810f6c9be2ff9748e696f21c43fd,613a22ae2c2fd6bce721b8779249190397e34ca45375e75d9e428bef21bfb6de,-0.097,0.195,7.687,True
Sweet Pie,sl2,30c1993623dcda955b497b356077c34b,f8be12c54fe6808f06866e5da0eaf2358e5ceea83a58f7a515bd5252364eb4de,-0.242,0.236,8.608,True
フィジットXXパラダイス,st1,30dd805e4681833da8d65d880f43061f,5fd5b072fa6e6be72f02d74a4c3c91f4b8430ca474666fb23d90ec00e1db039e,0.652,0.870,10.509,True
Unleash The Shouts [Uncouth],sl5,30ff3a5cf9b6602ce0e388084e86022f,a6b5ff71c01b613e5c03b15bd0e668c6d858663d5786cb978b18c0c7cd0e3aa0,0.132,0.409,8.476,True
SpellBound [7KEYS ANOTHER],sl0,310372ffd72050362763ed477a862274,badb5e26812ab7652816f7c3963a4732418f9652d29cbc255d837fee4357ba4b,-0.986,-0.116,4.688,True
佐渡の二ッ岩 [LUNATIC],st0,315dc438337e581c92d43366640009d7,2cd1e0843fbf99cb8f3f978e4e11851ee861f302a37857c9041ffe259aa6d799,0.605,0.834,14.823,True
Aether Sky [F],sl5,3163cb3c5569646dfbe058a762206ae8,878b9120dc1046fa7d399a80aa04024f0ab1cb397da17ba7fd835cebb30936cb,0.176,0.444,10.387,True
Catalyst [GOODNESS Again.],sl6,319f4b239a0ae5bb283b186480010685,836d86993e3c054361c03e02270d538e4ad97fa54c445babb71e2fd0f871c161,0.329,0.470,11.344,True
The Warden of Ruins [INSANE],sl3,31b61a054882b4ae0490b5f9ec690e57,07d3674eaec87bfbd4a1682d7515db009e49a957b6026636290b3776e9242cda,-0.116,0.311,10.281,True
The Last Page [Endgame],sl5,31d94f9c12d00a95b059e0a0629232a0,e2afa4bd035a029dbed451622acadba55b94e8d6ffad311017b751e06a2b61d0,0.257,0.417,11.409,True
Snowdrop -Eclipse-,st2,31ff65a41882c20e443b78b5801b35c2,c34082e2d6f7771b2d428093a4d0baeba3ccc6410c50fd965715790e42d6368c,0.830,1.022,13.428,True
Drop Down [SP Insane],sl4,3213380b921dd1275fb392c0080f07ae,a446a5195b0618bf1717e7e2dd4a65fd587b91e7cd78e256928e1c0d5c59e5ff,0.086,0.357,9.730,True
Destroyer［Oxygen］,st4,3216e0be0404e5311672194432d8b82a,d0b53d0aef698e43009dd5b5a00e49b07914318a1ef5d37ecf42f6914763acdd,0.923,1.236,8.760,True
ぱぴぽ？ -でぃすぺあ-,sl10,32384e2ce36d8da907072a4a70f42497,ccaa068a9558c16f3e01b67ceea6dd31a46ea4a5cd7aaa40c3ac7dd9eb523c0b,0.386,0.622,9.919,True
Damnation 565 [ANOTHER],sl0,325213609ad69f4bb9bcb61735318423,ec889bd0dc35dcd86ae7d42734f68dd6c45bd854d1ab71a6080bd30c762fc3a2,-0.476,0.074,4.902,True
Little Guardian [ANOTHER],sl1,326516db79007abb6717d31fbceeb2b7,b37d6ebc7495f890d9ff6968eeb8f11fe459db827157e4947883ae57dec14367,-0.389,0.117,7.836,True
Angel dust [FEATHER],sl4,328f84997abd6480fd09cb95e3f020e8,69c571cfb5c6334215d3cf4966dc91aa1d885836d2aab50a63ac2fcbbb87a0a6,0.037,0.335,6.075,True
Feast of Lights [SP Natsumatsuri],sl2,3293b614002e85c8a230287b1876b67b,df6ab8c33536af9fb0ebaf4b43d66f8ae24ec7dc8de5d850825df1ecfdda0d7f,0.027,0.241,8.449,True
CHAiNSAW [Educational Revolution],sl8,329a56ef8eb54c9f4c87abaf7d3467b8,9217e81a44637b8ec8bedc59bdda98b9e2169d4a15b905535aeadc06fa782dbb,0.216,0.567,12.388,True
異説彼岸花 第一 -原初のアマリリス- [INFERNO],st3,32cba2222dc0c80c42f8c4aed09d0c8d,3ef0fd5a278ce527375c01afec67923a77b94c6cb337d9901c6ed5566bd30cdb,0.760,1.143,7.503,True
Pusha Plucka!! -SWAGGER-,sl4,32eacd8032ca8155a1cc80e39753aabb,1219a1f601d5c0ef10d71994434675ce1934f5ada7b46156992d2214d2bbde6e,0.031,0.335,7.603,True
Sunset Toybox [ANOTHER],sl0,32f15e4a324ab1a2450913da7f121295,4859a7bb9cbe4260dec1a7b68aef6ddf67a8a26c91bee06265e3b86340ba6723,-1.017,-0.160,4.662,True
物怪舞踏 [土蜘蛛],st0,32f1a933bfad5ebcee1e753c08aad451,f13b77fba5d1bc22d8dc69551f5a387d12030583ce77861875d3c18d03501e45,0.598,0.873,11.919,True
Valkyrie Revolutia [Blossom],sl11,3306e0ad9a72073aaf2cdfbc054d8b9d,acb4575be8968911ea3c59e7d281fb34225b1bb9226a058e1eff32568a3520a6,0.466,0.697,12.870,True
僕が見た世界 [Be My Star!!],sl2,334b66852ca5a108c641a8bace01e487,326641c34d3a5bcd0900c600567b2301845e5c55406c4e9344bc9bcfc2b84523,-0.099,0.217,9.382,True
事象の地平 [事件の前兆],sl1,33574e24420079080a85c41ebf80a51c,4cbab2c9257a3f8639d85dd5c667ac81c5f4047cc892c37802cf39489d971ffb,-0.209,0.107,7.895,True
Mekhtalef [INSANE],sl1,335f6c4437c32f81a3bf06861a8a5294,36bb3c28a3152414d1402e64401c24b47558572e364ba2672445afd820e05b25,-0.444,0.061,5.297,True
Gasoline Blood [SP ANOTHER],sl0,33650d280443f3b49e6e20083c1906d3,241563a593feeda7349dd7aa4ec957d0c5e1414087fb4b819f68230e43c8394f,-0.848,-0.102,3.705,True
VECTOR,sl7,336e9a2e6d55e6a1ab452507361c368a,f5bce04c4bd383c0d70d4d4e994af7b3593cb16a68eae51af989a1c4a87244d3,0.272,0.514,12.242,True
PASERI [7keys EX],sl3,33773d2e776a153623431cda6968b337,29c8f5ebc4f165fcb0b7febc44abf2184d835b56035f3cfc0100e81812f91bf2,0.151,0.375,6.989,True
星屑アポトーシス [WILLTHER],st3,33ae8b607ac074ce464eef1278e46bf8,db71a0ee89bb2770ba1543f192c675385897e356bc461d5ce7128ffc158f073b,0.736,1.181,8.762,True
Al-raune -Hope?-,sl3,33b370a51c9d8e1f3de8b0ce6490a31d,98fead3e5c94f6cd6465ab13a5f0afb8bf6d5df10f206980a265c1cea4dd9231,-0.174,0.172,6.659,True
B.B.K.K.B.K.K. [HARD],sl4,33c20cf6ad9c522f55d7c02575aece55,cb6b6f5b66cacfbfd41db739a3f0ffaaf53d980f5b1b7c5f7ad390ccdc78144c,0.236,0.384,8.671,True
星少女ステラユニオン -Defense System-,sl6,33c3cafaf673d495e84e697768421a0a,88805444bbfb72de1957a3c45e70b886b9e5142f7299554f3240658077461683,0.175,0.428,10.406,True
ホーリーサンバランド -Training7-,sl12,33d1821c6dad1d66f7076dfceb7495df,7782468307c50ec681b89c1763711cdf90c193572508a78700cdde295554e8b2,0.562,0.750,9.874,True
gazer [Delay MANIAQ],st3,340fe7012f7c80abdc531e33a5df209b,69f03f208a8042807f3911156ba0f90a71349890ec732d041e5e3c6e8e27f1fa,0.897,1.241,8.964,True
Immigrants From Fantasy [Penguins' Party],sl4,3441982d34ae4020b0fda27bb8aad78e,e6edb90b434ca4a1da71b6f79c08c04f2d9acfcf1abd590ca49ac28ded698ada,-0.096,0.337,9.314,True
KRAKEN -Poseidon-,st0,3446b35b6a81083d79665abffb0f0a79,ad770687d960ee299a763d2218cf3e58e211c377bd99b1791f936576aabef54e,0.540,0.780,11.355,True
VII  「輝く針の小人族~Little Princess」,st1,344c20b82d23fda995e884b482137912,02938a03fbe31ea5e33c8c59fba758265c4c6c39ebfeec1bbbac533d55d9e997,0.701,0.918,15.128,True
7/8→6/8→7/8→6/8→7/8→6/8→17/16→10/8→3/4→7/8→14/16→6/8→9/8→4/4→7/8→6/8→12/16→7/4→4/4→13/16→5/8→3/4→14/16→4/4→14/16→10/16→5/16→7/8→3/4→11/16→7/8→3/4→9/8→7/8→4/4→3/4→5/4→7/8→3/8 [オサレ],st2,3450980c996be99f58926660fb0f4c0b,89e8b82739286884b5bb14c4d14492124b9588bca9571c470a998abf26bd4426,0.809,0.956,9.503,True
聖戦の輪舞 [DELAYMASTER],st4,346c53f7ed3a654a24a8d037b5929200,0300fd1e88c2d221acbb61d02fb3bda83e7d985201dcde551d711d094ba10691,0.916,1.522,5.367,True
The NightScape [marienother],st0,349bc491ec40d5595412637d8a4c8d2e,2abca94a637d5869016b62cbffef327c629f53d93e420831ed30e9b0cb6e4329,0.620,0.824,14.507,True
はるいろ こみち [春],sl2,34aa8b9d669442d347dfd42833b67d6a,575146475195c0822ceafa712294b4728f66a3b7d8b17a260f6332f0d0ad5948,-0.132,0.135,7.512,True
Grimoire Judgment -Eclipse-,st4,34bd456aae9005cecc7c6065caaa77b4,08cbe54478d01bda649754185ab3c60be887fdfac3620f7d7befc240f21233c5,0.915,1.317,9.232,True
GRAB BACK [Maryther],st2,34c64b9c1844d77e3fa29e30398b9c7f,2ed65ffac67adcbf6f91782e7b68858b2122bb690de4c76b56454f7c8a5a6cf1,0.857,1.069,13.486,True
CRUSH THE PARTY [BREAK THE RULES],st4,34d800330a92cf292c79d2b33bb9e01f,a71e5ff196c62faff7694dfbe5c1f94d5bb024b7ee7a819e2c7c7bb1037a976d,0.971,1.366,9.030,True
cadence [remind],sl6,350779325d2f1a7f8b9afd6a86d18f5d,14f6e68d7af9fd256802c6575a7e6f88490f63ae11da6d490c70e7e7d90343ab,0.309,0.468,11.107,True
Dancing of the spirit (LUNA),st3,350792457d8705a4d45f26b86d3aa3d6,f6e62bb44473b35c839746065d0fea20e9b2d514c5487dde51a792e515643dd4,0.946,1.176,9.912,True
幸なる旋律 -the solitary melody- [F],sl4,350967ddf2e5038d742a6a311b9982da,20c82c7fb1c81dc9cd88578610b6a6b046877062f6f4e49fa00fdc98ae4d3026,0.193,0.379,10.057,True
DEATH SENTENCE (-w-),sl5,3513c32afa9745f0ace1eac16003710f,d15bd6a3f0b1552e38d57beb97852728c9f1a3053482c12b6d8b9e1f0ad1535d,0.242,0.432,18.557,True
Forceful Beat [B],sl4,3530f52f62545d8405f062966270e0ca,2793b8a432efd27c9c0a678e510be2710383d9755bcdd897e8ca9ace1e72320c,0.175,0.448,6.546,True
未来のコピヌ -Hope-,sl4,354377ae29357e0151283946c831cdb5,f18fb95e1d8850dbe930d3c28bb420f300b21dccfd37d21dcd7993afb8f53420,0.087,0.366,8.420,True
Dog-Run Panic! -Despair-,st1,35506a715969231f7d4cea8274346e77,01d3380352cf81338484504c931f433135d49975cbc052a362b557fc9bbb9aae,0.645,0.919,15.213,True
夢と現 [real],sl8,3552818cd88efdc32f60c2ae3b5862c3,459e34ea4a38fb73a70c60b7370de190e019c15be6b3f58d4fe247bef59e572d,0.298,0.497,11.757,True
Astraia [Snother],st1,355c8c3df19b8a23a508139913ec9bf5,d392f44afad6293746282eb5aa4178fb2c2b0dcc0620d881364e828107af2c42,0.703,0.919,13.369,True
subconsciousness [Traumdeutung],sl12,35682ac66614d84018472b04957f387c,163d343724ce7b19f7645baea627c516111bb37ac1aa6fb3ae8049dcf19affb5,0.570,0.719,12.550,True
夢の地図と僕らの旅 -To The Future-,sl10,357beb12b713403ee21ac243146c8247,9a04497898e2d1b6255b54ff3f816560d9b34bf0f6e9c5f4fce94df6d5f9ac74,0.415,0.658,10.375,True
《Ж》 [SP INSANE],sl6,3583fba6f4bee38668a941d6f102edd0,d21abf6c6a0f763fdcc2cf25046e9ff7e332a1ac1d0603b1385c10c35161bf21,0.108,0.476,8.605,True
Memory of Rootage [ANOTHER],sl0,3599e8ee8015f43b843cb71300147f4c,4a93c886abe3e72e330a6921968d71531f8be21316d309054a3216aa2523517a,-0.671,-0.076,5.000,True
BEYOND [KITSUNE],sl8,35aa9799ed7150c61c2ffa3c84f4a8d7,a8b1b5cb7cda2379349705ec3a8039d810f1fdcea5a38252c1206aaa443b0b72,0.293,0.510,7.160,True
Amphisbaena -evening-,sl0,35ad22403e217c9e3548e12b6b866457,7bbd15d4e003a2a267f80daf3a1729c8c522b6a026313d9a5258872f578df031,-0.570,-0.039,5.301,True
夜明けの少女たち [Delay],sl4,35e9b7c25bf77a239c7aa4160d79336f,fcfcd3c3600c91e846a18429d55159e7f4d9366344376c9f915110647ec040aa,0.101,0.321,9.404,True
チョウの標本 [Probe_Rework],st2,35ef1fba3979a02f48431e49f9049df3,08d170ca606691c085e30bc0e9fb7772d5a22a51bdb8d55b6430826c7fa56b7a,0.723,1.001,11.604,True
BOUNCE THE TECH [SP ANOTHER],sl1,35f9697e17de0d312054c732f29cba18,d9eeaf4e33f3e514f06ec6c7361b93c3778b2be4c2425c4cc0b5c231f9cd8eb2,-0.350,0.088,5.885,True
Outernoid -Xe-,sl9,35fbe7611db6cd78255d25e0608999a5,0bc637e88564cf55bba3367a3e1ca9ced8b3e15b934bfc002952d1b11a2630a7,0.345,0.621,13.014,True
perfume of reunion [old's cool],sl5,3630d0ec582727bf9cf4c2fb025ccc85,55bdc8356625f62c4fb9e4256ba8e5c09287f9239f91dfa8fbc7fd858b8d1a3f,-0.172,0.363,5.462,True
Rabbit Tale [7K SHDMix],sl0,363f1f0e8201f211774942691ab69e0c,7c26064286036d5c73bc2cdaff92bcbadb8e73a1eea1f1bac45a0e1b8902090a,-0.886,-0.097,4.908,True
"Theme of ""ULTIMATE IRIS"" [FINAL-BATTLE]",st0,363f5744e85c161d49986b3e7197fbca,02b5a8a4368be31593acb542b9b201fbf0038dfc6993761dd2e36bdd0056af01,0.504,0.878,11.010,True
MMXI [ULTIMATE],st4,3661ecd6136f9a452b7914a02c980286,da90952f95fe8169a54a005bc68f32dd0c462c8ee0bbca225b695c6f2b8954f6,0.833,1.453,7.819,True
ネコイチ(Lemon beads Remix) -BMS edit- [sagANOTHER],sl2,3668752ba5661fd87e23769f04a47e01,145fc64a2866410b5302f7014f7f4b04ac78f66be921c41fb5f828655f941f49,-0.121,0.212,8.598,True
Melotte 333 [Nervous Breakdown],st5,367ed31e976f1114ec1e69ed18f07bc2,2abeebbaf73a2c90b84ebb882257087003e717dff42738c4528edee08bca9a04,1.185,1.608,5.573,True
Heart Melting Color [ ],st1,368676fc9f3e701d163231eaf0788edb,2ddc868da923e5b0cf8c1958782a8c2107910c614c15bba84184630c56710023,0.618,0.946,11.018,True
Under The Red Moon -Despair-,st0,36bf33133a3c2f9eb93e812a4c547986,c361ed60ca71596c7a64815e3a0d75f7e58f400f7248f8c427834090b82e3596,0.597,0.900,12.281,True
スピカ [moon_child],sl1,36ec638dfbb1fba032ff35eed473a800,256de8762ae0732beeb3d1f6894bbc409b980473374b1e66b0a61a11ad688f10,-0.365,0.040,6.814,True
char fleuri [Etude],st1,375e655a00423b9814145776eb081ad9,8612c1ae963f0f2bf181d25ae615077c0a2c1783d2ecadac94500598851afd7a,0.679,0.918,12.578,True
煉情ミスティフィリア [Purgatory],sl10,3769518692a7a8acea1caa9b9aed756b,319db32c2e65a1b1ee98a4180f0b728c141e73263e39a30bbc24cbf2fbe9373d,0.403,0.606,11.383,True
"duty [act out of ""duty""]",st0,3770428dc92aec7ba658a804af2344ec,843ead769266204f6614ee4146ff77c33f8420e21325b3a46e7b2b29330d5675,0.499,0.890,9.471,True
Memories in the Blue [Reminiscence],st3,377decc3f77dfea175707f5f271055f7,9feaf0d14b32a326396760980c73f5dff03e0bb4052bad035ce2422a33548138,0.746,1.361,6.633,True
Reimei [Futabather],sl1,37826032dd7655793d7c1b5054c33c94,64097c2e270502de4ce0a894a5819bf51170e7c454e66aa209943c5028091f4c,-0.037,0.176,6.931,True
I'M HERE NOW [Sink Down a Frozen Atlantis],sl8,378b71bc443728456a39432f381f9d3d,0be241a8804218b1628d3bfce9152311b70fb5b6bdebb7489e0ce0b76e223ed0,0.301,0.516,13.713,True
リクロスフェイト [Navigatoria],st4,37aed9d3b845f92565e8b681c2ca2130,b65747766265d15f050d6b771f37cd5dcc4fa60ce1c48d642a4af7a9507bf37b,0.832,1.298,6.488,True
FORBIDDEN -ANNIHILATION-,st1,37bd5d43b121b45c9e6e92723622ed9a,8b7da6e12eb8f51415b6a27a161b3e01e6aa24acddd3679f44c36d957fe63e41,0.646,0.981,8.345,True
Alitatrieb [Madness],sl1,37f5309c50a7cbc2d43243ace22c91ac,904746165e22c9a6e295f63062ebb80605d2d57ddf01b30e1cd5e2d684fb2a43,-0.256,0.111,7.328,True
Luna Express 2032 [Another],sl2,3815c9191dbb42a0b92dc67f4093753f,60a7643bae5cd715260d4e190c5743c1002384e576c1f44f1eccf225097fbe39,-0.135,0.225,6.625,True
Aerial [Godspeed],st1,381691eb04c31daeb1b5375915652f4c,f4c153919f6be1b2d5c4bc5193391244a67138fd2877c70576bc1f71c05f4437,0.822,0.961,9.599,True
saucy plume [yumether],st4,3844ffb7b5de4d43525fd07a2b1b0ed1,b5461773a9f11f532463ba47423f9acfc3268833eaf41936d3b9959073e77d49,1.003,1.201,10.313,True
"Lovers, [Hoppers,]",st1,38490fdc959ecfb13d943e1cc7cc7aaf,eb4a2f087c2942748e1a414de481a8feb8881401c4330bd821f08b98a0109924,0.542,0.848,12.859,True
ブラーブルー [Etude],st0,384ffda3d50ad39fe47e14e48efe977e,c78cc00d3ec20f14f8d0fbfe475e479c24a304b447507683bd3c4028ecce4f29,0.538,0.830,12.603,True
煉獄-Priestess -Hopeless-,sl12,385343388eaacae49c441c3e5ef53d72,3d12660f82e5d2896bb68b76c587336e6398230a1d8c45dd2eb818c7824546d4,0.508,0.752,12.464,True
LOSTSILVER .EXE,sl8,386b4eca3306d3a3b1c7726ff1f4c8b5,d8db65dd84b27f40c80288e6addabcf25da9f4ce000877b91e6d029fde6e4e08,0.291,0.553,12.460,True
円環の理 [ＱＢTHER],sl12,387808dd59ddd66ec7c3660889c42ba1,8b2f854a302486c76b0f552c02078ed11bca1344073ab43ff423f5e1562876b6,0.606,0.729,13.817,True
ほしぞら遊覧飛行 [Andromeda],st1,38b6f9405ecbf0e41856b9f2369d1be8,af6101e549c830c62ae40b3d0b58e21d45645567f141f0bbfedb88d0195a7c4a,0.669,0.890,12.098,True
アナログ横丁 [ディレイ六斎市],sl12,38d22090860f2d21c184ac70dd2d8dae,b401ba62259f119fdd6e0bfbadf9f4f16cd17e2e55c1d38184398acd09640b32,0.464,0.738,10.575,True
Dawn of Destination [SP INSANE],sl7,38d2cd6c20a759a4e120b993f1dc0d0a,4163a4d604cf6a18ccce7ac52537767494d1c96b480951769db4a8e49ef34f86,0.042,0.531,5.375,True
Subjection Method [人を怒らせる方法],st1,38e8eec9831456f09e51ef1f89a4035e,01105631efb0194ee312c6900248f2227c7480b599219b9fce57effaf0f15834,0.746,0.955,10.608,True
サカサマの空に在ったのは [SP INSANE],sl1,38fec065ecdd091c073d5e9d3855196e,939a8e16a5cfdff956e05d37df74a85180e58ca3e32cef748831416bed9b3dcd,-0.400,0.061,6.688,True
MOBILYS [nostalgie],st4,390c99405cad2c49f91eeaa8153ba8c1,70ce249da21d439ce71f21793c153193c4072512e9974cc0bb82feee052e8c42,1.030,1.344,8.310,True
天叢雲剣,st4,39251109d3301719a118e293357b34dd,c0a953ff42b9249ceeb58cab7b5bfe95a7ff5bbb1aa7d240722df936f02975e8,0.944,1.393,7.037,True
BEYOND [ANOTHER7],sl2,393690659885f5d73e838b43a6345333,53931623aa8c8099346d34318022a28c38db14d58906550950b44f3132776457,-0.280,0.165,6.078,True
